PRODUTO;NOME_GENERICO;NOME_MEDICAMENTO;QUANTIDADE;FAIXA_ETARIA;REG_INFARMED;AREA_TERAPEUTICA;LOTE;Dosagem;TEMPERATURA;PRECO;ADMINISTRACAO;RECEITA;GENERICO;FORMATO
10540;Prednisolona;Solu-Dacortina;9;0;164822407;8;;250 mg/5 ml;2;53,00;14;0;0;137
10541;Prednisolona;Solu-Dacortina;15;8;250082359;16;;50 mg/1 ml;2;96,00;4;0;0;137
10542;"Prednisolona + Heparinoide"" + Polidocanol + Hexaclorofeno""";Anacal;14;11;197459217;11;;Associacao;4;21,00;7;0;0;168
10543;"Prednisolona + Heparinoide"" + Polidocanol + Hexaclorofeno""";Anacal;15;8;825902250;11;;1 mg + 4 mg + 50 mg + 5 mg;5;12,00;14;0;0;202
10544;Prednisolona + Cinchocaina;Scheriproct;15;10;920497430;4;;1.9 mg/g + 5 mg/g;3;41,00;12;0;0;168
10545;Prednisolona + Cloranfenicol;Predniftalmina;12;1;296063633;16;;2.5 mg/g + 10 mg/g;1;18,00;8;0;0;167
10546;Prednisolona + Neomicina;Neo-Davisolona;4;0;618819556;3;;2.5 mg/ml + 3500 U.I./ml;1;76,00;5;0;0;39
10547;Prednisolona + Neomicina + Polimixina B;Conjunctilone-S;12;3;740665547;13;;Associacao;7;111,00;5;0;0;40
10548;Prednisolona + Neomicina + Sulfacetamida;Meocil;15;3;281123893;14;;5 mg/g + 5 mg/g + 100 mg/g;3;144,00;3;0;0;167
10549;Prednisona;Lodotra 1 mg;10;7;535139471;3;;1 mg;4;66,00;2;0;0;45
10550;Prednisona;Lodotra 2 mg;11;4;438237201;1;;2 mg;1;145,00;2;0;0;45
10551;Prednisona;Lodotra 5 mg;4;9;458652168;9;;5 mg;4;136,00;2;0;0;45
10552;Prednisona;Meticorten;12;0;15863015;18;;5 mg;3;62,00;2;0;0;41
10553;Pregabalina;Lyrica;3;8;897705355;18;;100 mg;5;83,00;2;0;0;28
10554;Pregabalina;Lyrica;15;4;395640870;19;;150 mg;6;99,00;2;0;0;28
10555;Pregabalina;Lyrica;6;0;396743624;16;;200 mg;3;40,00;2;0;0;28
10556;Pregabalina;Lyrica;12;5;161876515;2;;225 mg;7;89,00;2;0;0;28
10557;Pregabalina;Lyrica;6;1;528710523;10;;25 mg;0;143,00;2;0;0;28
10558;Pregabalina;Lyrica;5;9;319788441;19;;300 mg;3;55,00;2;0;0;28
10559;Pregabalina;Lyrica;3;8;500362882;13;;50 mg;3;20,00;2;0;0;28
10560;Pregabalina;Lyrica;5;8;605099762;0;;75 mg;6;69,00;2;0;0;28
10561;Primidona;Mysoline;12;2;108892217;20;;250 mg;6;74,00;2;0;0;41
10562;Probutato de hidrocortisona;Pandel;5;11;337479628;10;;1 mg/g;0;78,00;1;0;0;67
10563;Probutato de hidrocortisona;Pandel;11;3;467454758;16;;1 mg/g;2;70,00;10;0;0;165
10564;Procaterol;Onsudil;10;2;164593265;7;;0.05 mg;0;112,00;2;0;0;41
10565;Procaterol;Onsudil;8;2;131256715;2;;0.1 mg/ml;0;119,00;6;0;0;188
10566;Procaterol;Onsudil;1;4;117194186;6;;0.005 mg/ml;5;35,00;9;0;0;215
10567;Procaina;Procaina Labesfal;6;7;927996134;1;;10 mg/ml;3;101,00;14;0;0;177
10568;Procaina;Procaina Labesfal;13;0;272904856;0;;100 mg/10 ml;0;111,00;9;0;0;177
10569;Procaina;Procaina Labesfal;9;2;523014967;12;;100 mg/5 ml;5;7,00;4;0;0;177
10570;Procaina;Procaina Labesfal;3;9;971626605;8;;1000 mg/20 ml;3;140,00;7;0;0;177
10571;Procaina;Procaina Labesfal;8;10;753456102;2;;20 mg/ml;3;118,00;12;0;0;177
10572;Procaina;Procaina Labesfal;15;10;434835563;2;;200 mg/10 ml;5;99,00;5;0;0;177
10573;Procaina;Procaina Labesfal;12;11;290275501;13;;200 mg/20 ml;7;7,00;8;0;0;177
10574;Procaina;Procaina Labesfal;5;8;316981793;11;;250 mg/5 ml;7;35,00;7;0;0;177
10575;Procaina;Procaina Labesfal;10;9;866353620;15;;400 mg/20 ml;4;99,00;8;0;0;177
10576;Procaina;Procaina Labesfal;13;5;266663063;10;;50 mg/5 ml;6;79,00;14;0;0;177
10577;Procaina;Procaina Labesfal;5;9;531443365;18;;500 mg/10 ml;5;138,00;1;0;0;177
10578;Progesterona;Crinone gele vaginal a 8%;2;7;692927889;9;;80 mg/g;7;113,00;10;0;0;97
10579;Progesterona;Luferti;15;9;936187243;1;;100 mg;7;124,00;4;0;0;59
10580;Progesterona;Progestogel;3;1;188838422;9;;10 mg/g;6;10,00;11;0;0;86
10581;Progesterona;Utrogestan;3;10;375435202;13;;100 mg;5;62,00;2;0;0;32
10582;Proglumetacina;Protaxil;14;4;204518672;16;;300 mg;6;61,00;2;0;0;55
10583;Proglumetacina;Protaxil;5;8;543204278;0;;50 mg/g;3;37,00;4;0;0;165
10584;Promegestona;Surgestone;12;8;560766210;4;;0.125 mg;2;67,00;2;0;0;41
10585;Promegestona;Surgestone;5;4;297886274;4;;0.25 mg;6;135,00;2;0;0;41
10586;Promegestona;Surgestone;10;4;746788177;8;;0.5 mg;0;11,00;2;0;0;41
10587;Promestrieno;Colpotrophine;2;6;517487705;10;;10 mg/g;0;14,00;1;0;0;69
10588;Promestrieno;Colpotrophine;6;10;948721556;18;;10 mg;4;13,00;4;0;0;33
10589;Prometazina;Fenergan;15;7;546185510;11;;20 mg/g;7;105,00;1;0;0;67
10590;Prometazina;Fenergan;3;0;577451177;4;;50 mg/2 ml;6;75,00;4;0;0;177
10591;Prometazina;Fenergan;10;10;713856897;9;;1 mg/ml;2;54,00;9;0;0;215
10592;Propafenona;Arythmol 225 mg;14;8;900226145;12;;225 mg;4;106,00;2;0;0;30
10593;Propafenona;Arythmol 325 mg;11;5;458096414;2;;325 mg;1;147,00;2;0;0;30
10594;Propafenona;Arythmol 425 mg;15;11;214911487;3;;425 mg;3;147,00;2;0;0;30
10595;Propafenona;Rytmonorm;13;2;266073932;6;;150 mg;4;51,00;2;0;0;55
10596;Propafenona;Rytmonorm;7;3;208381370;10;;300 mg;5;88,00;2;0;0;55
10597;Propifenazona + Cafeina;Optalidon;1;2;906885914;11;;175 mg + 25 mg;4;126,00;2;0;0;55
10598;Propifenazona + Cafeina;Optalidon;1;11;480012162;12;;500 mg + 75 mg;4;10,00;10;0;0;202
10599;Propiltiouracilo;Propycil;2;0;998295677;1;;50 mg;0;23,00;2;0;0;41
10600;Propinoxato;Vagopax;13;5;830156332;15;;3.2 mg;7;91,00;2;0;0;55
10601;Propinoxato;Vagopax;10;8;382835494;18;;3.2 mg/ml;0;54,00;12;0;0;103
10602;Propiverina;Mictonorm;14;0;254202992;15;;15 mg;7;136,00;2;0;0;55
10603;Propiverina;Propiverina Generis;2;5;4700473;3;;15 mg;7;41,00;2;1;1;56
10604;Propofol;Diprivan;13;4;709953861;13;;10 mg/ml;1;132,00;3;0;0;76
10605;Propofol;Diprivan 2%;14;0;930035549;12;;20 mg/ml;6;127,00;1;0;0;78
10606;Propofol;Propofol 1% Fresenius;5;9;904441454;19;;10 mg/ml;2;57,00;1;0;0;76
10607;Propofol;Propofol 1% MCT/LCT Fresenius;11;11;498219791;5;;10 mg/ml;6;59,00;7;0;0;76
10608;Propofol;Propofol 10 mg/ml Emulsao Injectavel;13;2;157199481;5;;10 mg/ml;6;126,00;1;1;1;76
10609;Propofol;Propofol 2 % Fresenius;8;0;876414035;15;;20 mg/ml;1;68,00;11;1;1;75
10610;Propofol;Propofol 2% MCT/LCT Fresenius;7;0;949245814;8;;20 mg/ml;2;123,00;4;0;0;76
10611;Propofol;Propofol APS;1;8;469936031;11;;10 mg/ml;4;148,00;7;1;1;75
10612;Propofol;Propofol-Lipuro 0.5%;15;3;851810749;7;;5 mg/ml;7;112,00;12;0;0;76
10613;Propofol;Propofol-Lipuro 1%;2;8;400809701;17;;10 mg/ml;7;42,00;3;0;0;78
10614;Propofol;Propofol-Lipuro 2%;2;5;444498851;11;;20 mg/ml;5;119,00;6;0;0;78
10615;Propofol;Provive;9;3;216320814;5;;10 mg/ml;0;135,00;4;1;1;76
10616;Propofol;Provive;7;5;193796262;4;;20 mg/ml;2;129,00;2;1;1;76
10617;Propranolol;Inderal;9;9;991625248;10;;10 mg;0;64,00;2;0;0;55
10618;Propranolol;Inderal;8;4;41843226;1;;40 mg;5;138,00;2;0;0;55
10619;Propranolol;Inderal-LA;3;4;974478382;12;;160 mg;4;48,00;2;0;0;30
10620;Propranolol;Inderal-LA 80;15;11;128294744;8;;80 mg;7;27,00;2;0;0;30
10621;Proteina C humana;Ceprotin 1000 UI;1;4;583284912;7;;1000 U.I./10 ml;5;112,00;2;0;0;137
10622;Proteina C humana;Ceprotin 500 UI;11;3;12249830;11;;500 U.I./5 ml;4;133,00;5;0;0;137
10623;Proteina osteogenica-1:BMP-7;Opgenra;9;0;351668491;20;;3.5 mg;4;150,00;8;0;0;163
10624;Proteina osteogenica-1:BMP-7;Osigraft;12;10;338018132;2;;3.3 mg;5;112,00;10;0;0;116
10625;Proteinosuccinilato de ferro;Fervit;4;6;174265262;11;;800 mg/15 ml;6;1,00;9;0;0;180
10626;Proteinosuccinilato de ferro;Fetrival;8;4;208281672;15;;800 mg/15 ml;3;83,00;1;0;0;180
10627;Proteinosuccinilato de ferro;Legofer;8;10;389386910;19;;800 mg/15 ml;5;65,00;1;0;0;180
10628;Protoxido de azoto;Niontix;11;6;343319187;15;;1;1;53,00;11;0;0;84
10629;Protoxido de azoto;Protoxido de Azoto Medicinal Air Liquide Medicinal;4;10;951054342;2;;1;6;144,00;8;0;0;84
10630;Protoxido de azoto;Protoxido de Azoto Medicinal Gasoso Gasin;4;6;352561480;1;;1;5;99,00;4;0;0;84
10631;Protoxido de azoto;Protoxido de Azoto Medicinal Praxair;11;5;526389871;7;;1;2;88,00;8;0;0;84
10632;Protoxido de azoto;Protoxido de azoto Medicinal Gasin;11;1;53147375;19;;0,98;1;87,00;4;0;0;84
10633;Protoxido de azoto;Protoxido de azoto Medicinal Gasoxmed;7;0;797292741;19;;0,98;6;83,00;13;0;0;84
10634;Protoxido de azoto + Oxigenio;Livopan;1;2;477893361;8;;50 % + 50 %;3;114,00;2;0;0;82
10635;Prucaloprida;Resolor;8;3;576688225;4;;1 mg;0;91,00;2;0;0;56
10636;Prucaloprida;Resolor;6;4;954341246;15;;2 mg;0;31,00;2;0;0;56
10637;Prulifloxacina;Keraflox;4;3;304561694;14;;600 mg;5;52,00;2;0;0;56
10638;Prulifloxacina;Oliflox;6;4;660804406;3;;600 mg;6;45,00;2;0;0;56
10639;Prulifloxacina;Unidrox;7;9;744375330;19;;600 mg;5;110,00;2;0;0;56
10640;Pseudoefedrina;Contact;2;11;800962583;18;;120 mg;3;143,00;2;0;0;30
10641;Pseudoefedrina;Sudafed;4;4;420221083;17;;60 mg;2;148,00;2;0;0;55
10642;Pseudoefedrina;Sudafed;14;0;938853529;9;;6 mg/ml;0;109,00;6;0;0;215
10643;Pseudoefedrina + Guaifenesina + Dexclorofeniramina;Sinerbe;8;9;780983664;6;;0.4 mg/ml + 20 mg/ml + 4 mg/ml;6;92,00;8;0;0;215
10644;Pseudoefedrina + Guaifenesina + Dexclorofeniramina;Tosdrope;8;2;556719594;6;;0.4 mg/ml + 20 mg/ml + 4 mg/ml;7;7,00;6;0;0;215
10645;Pseudoefedrina + Triprolidina;Actifed;3;2;237246786;11;;60 mg + 2.5 mg;6;14,00;2;0;0;41
10646;Pseudoefedrina + Triprolidina;Actifed;6;0;957641590;20;;6 mg/ml + 0.25 mg/ml;3;38,00;6;0;0;215
10647;Pseudoefedrina + Triprolidina;Dinaxil;2;10;927376270;12;;60 mg + 2.5 mg;6;9,00;2;0;0;41
10648;Pseudoefedrina + Triprolidina;Dinaxil;15;7;106153821;7;;6 mg/ml + 0.25 mg/ml;6;142,00;5;0;0;215
10649;Pygeum africanum + Sabal serulata + Echinacea angustifolia;Neo-Urgenin;12;9;744149247;7;;25 mg + 200 mg + 100 mg;6;105,00;2;0;0;55
10650;Quetiapina;Alzen SR;5;11;607827719;4;;150 mg;5;69,00;2;0;0;46
10651;Quetiapina;Alzen SR;15;3;182181249;4;;200 mg;7;70,00;2;0;0;46
10652;Quetiapina;Alzen SR;1;3;385740646;17;;300 mg;1;134,00;2;0;0;46
10653;Quetiapina;Alzen SR;3;3;292514137;4;;400 mg;7;109,00;2;0;0;46
10654;Quetiapina;Alzen SR;4;2;779125958;17;;50 mg;3;88,00;2;0;0;46
10655;Quetiapina;Quetiapina  Glenmark;4;3;532675279;1;;100 mg;6;12,00;2;1;1;56
10656;Quetiapina;Quetiapina  Glenmark;10;2;313718599;16;;150 mg;7;21,00;2;1;1;56
10657;Quetiapina;Quetiapina  Glenmark;11;4;64704172;15;;200 mg;5;69,00;2;1;1;56
10658;Quetiapina;Quetiapina APS;10;6;731950573;16;;(25 mg) + (100 mg);0;21,00;2;1;1;56
10659;Quetiapina;Quetiapina APS;13;7;388749813;4;;100 mg;4;108,00;2;1;1;56
10660;Quetiapina;Quetiapina APS;6;4;110103506;7;;150 mg;6;28,00;2;1;1;56
10661;Quetiapina;Quetiapina APS;9;6;620002903;4;;200 mg;3;91,00;2;1;1;56
10662;Quetiapina;Quetiapina APS;8;5;19258629;8;;25 mg;4;145,00;2;1;1;56
10663;Quetiapina;Quetiapina APS;2;11;266511691;16;;300 mg;6;66,00;2;1;1;56
10664;Quetiapina;Quetiapina Alter;8;5;368599921;8;;100 mg;6;61,00;2;1;1;56
10665;Quetiapina;Quetiapina Alter;7;9;810335614;2;;150 mg;3;141,00;2;1;1;56
10666;Quetiapina;Quetiapina Alter;2;9;36939941;18;;200 mg;2;69,00;2;1;1;56
10667;Quetiapina;Quetiapina Alter;4;6;748789706;18;;25 mg;4;30,00;2;1;1;56
10668;Quetiapina;Quetiapina Alter;12;0;578554980;6;;300 mg;5;131,00;2;1;1;56
10669;Quetiapina;Quetiapina Anqueprex;7;9;108462395;0;;(25 mg) + (100 mg);4;94,00;2;1;1;56
10670;Quetiapina;Quetiapina Anqueprex;10;8;512867834;2;;100 mg;1;49,00;2;1;1;56
10671;Quetiapina;Quetiapina Anqueprex;12;4;927774956;2;;200 mg;3;44,00;2;1;1;56
10672;Quetiapina;Quetiapina Anqueprex;14;11;29767782;12;;25 mg;7;14,00;2;1;1;56
10673;Quetiapina;Quetiapina Anqueprex;6;1;243087579;10;;300 mg;0;45,00;2;1;1;56
10674;Quetiapina;Quetiapina Arrowblue;11;4;52281710;1;;100 mg;1;39,00;2;1;1;56
10675;Quetiapina;Quetiapina Arrowblue;8;7;968347035;1;;150 mg;3;147,00;2;1;1;56
10676;Quetiapina;Quetiapina Arrowblue;4;8;762923451;7;;200 mg;1;106,00;2;1;1;56
10677;Quetiapina;Quetiapina Arrowblue;13;10;588150375;3;;25 mg;7;74,00;2;1;1;56
10678;Quetiapina;Quetiapina Arrowblue;11;0;689391976;12;;300 mg;5;56,00;2;1;1;56
10679;Quetiapina;Quetiapina Aurobindo;12;3;616233754;6;;100 mg;4;133,00;2;1;1;56
10680;Quetiapina;Quetiapina Aurobindo;8;5;372785598;12;;150 mg;3;14,00;2;1;1;56
10681;Quetiapina;Quetiapina Aurobindo;10;0;199189217;5;;200 mg;3;90,00;2;1;1;56
10682;Quetiapina;Quetiapina Aurobindo;10;2;64057112;5;;25 mg;4;28,00;2;1;1;56
10683;Quetiapina;Quetiapina Aurobindo;15;3;114740539;4;;300 mg;2;104,00;2;1;1;56
10684;Quetiapina;Quetiapina Azuexil;11;2;540437287;13;;(25 mg) + (100 mg);6;16,00;2;1;1;56
10685;Quetiapina;Quetiapina Azuexil;8;9;65208914;4;;100 mg;6;31,00;2;1;1;56
10686;Quetiapina;Quetiapina Azuexil;12;7;472291146;12;;200 mg;0;107,00;2;1;1;56
10687;Quetiapina;Quetiapina Azuexil;6;0;333634809;19;;25 mg;5;42,00;2;1;1;56
10688;Quetiapina;Quetiapina Azuexil;5;1;87489579;9;;300 mg;0;44,00;2;1;1;56
10689;Quetiapina;Quetiapina Bakuk;15;10;48446039;18;;100 mg;3;143,00;2;1;1;56
10690;Quetiapina;Quetiapina Bakuk;9;8;585728935;1;;150 mg;7;105,00;2;1;1;56
10691;Quetiapina;Quetiapina Bakuk;14;9;944893569;3;;200 mg;5;101,00;2;1;1;56
10692;Quetiapina;Quetiapina Bakuk;4;1;439346973;10;;25 mg;6;127,00;2;1;1;56
10693;Quetiapina;Quetiapina Bakuk;12;10;837911406;16;;300 mg;6;129,00;2;1;1;56
10694;Quetiapina;Quetiapina Bluescience;15;3;810971437;11;;100 mg;7;16,00;2;1;1;56
10695;Quetiapina;Quetiapina Bluescience;4;11;903610015;4;;150 mg;0;40,00;2;1;1;56
10696;Quetiapina;Quetiapina Bluescience;12;6;309781119;11;;200 mg;3;14,00;2;1;1;56
10697;Quetiapina;Quetiapina Bluescience;15;3;370451046;10;;25 mg;4;82,00;2;1;1;56
10698;Quetiapina;Quetiapina Bluescience;1;9;381264143;0;;300 mg;2;119,00;2;1;1;56
10699;Quetiapina;Quetiapina Ceamed;12;8;687541959;11;;100 mg;5;77,00;2;1;1;56
10700;Quetiapina;Quetiapina Ceamed;14;7;794297397;9;;150 mg;3;139,00;2;1;1;56
10701;Quetiapina;Quetiapina Ceamed;7;1;761043803;12;;200 mg;0;123,00;2;1;1;56
10702;Quetiapina;Quetiapina Ceamed;2;0;759523317;16;;25 mg;3;6,00;2;1;1;56
10703;Quetiapina;Quetiapina Ceamed;9;6;505774101;9;;300 mg;5;86,00;2;1;1;56
10704;Quetiapina;Quetiapina Ciclum;5;2;642927643;17;;(25 mg) + (100 mg);1;72,00;2;1;1;56
10705;Quetiapina;Quetiapina Ciclum;2;6;539816309;12;;100 mg;3;14,00;2;1;1;56
10706;Quetiapina;Quetiapina Ciclum;6;0;521250884;17;;150 mg;7;10,00;2;1;1;56
10707;Quetiapina;Quetiapina Ciclum;8;2;551589541;13;;200 mg;3;26,00;2;1;1;56
10708;Quetiapina;Quetiapina Ciclum;7;0;658192040;20;;25 mg;6;28,00;2;1;1;56
10709;Quetiapina;Quetiapina Ciclum;9;10;956838128;2;;300 mg;3;57,00;2;1;1;56
10710;Quetiapina;Quetiapina Cinfa;10;7;598236961;11;;(25 mg) + (100 mg) + (200 mg);6;19,00;2;1;1;56
10711;Quetiapina;Quetiapina Cinfa;9;2;835677185;1;;100 mg;4;33,00;2;1;1;56
10712;Quetiapina;Quetiapina Cinfa;15;0;186598564;0;;200 mg;3;50,00;2;1;1;56
10713;Quetiapina;Quetiapina Cinfa;10;6;69205159;9;;25 mg;1;9,00;2;1;1;56
10714;Quetiapina;Quetiapina Cinfa;5;4;811006297;5;;300 mg;0;6,00;2;1;1;56
10715;Quetiapina;Quetiapina Eulex;9;7;566938053;7;;100 mg;1;35,00;2;1;1;56
10716;Quetiapina;Quetiapina Eulex;8;8;336157737;18;;150 mg;3;27,00;2;1;1;56
10717;Quetiapina;Quetiapina Eulex;12;1;8365095;12;;200 mg;2;66,00;2;1;1;56
10718;Quetiapina;Quetiapina Eulex;10;4;314741396;7;;25 mg;1;105,00;2;1;1;56
10719;Quetiapina;Quetiapina Eulex;14;9;171229792;8;;300 mg;7;126,00;2;1;1;56
10720;Quetiapina;Quetiapina Generis;11;8;930127034;1;;(25 mg) + (100 mg);7;148,00;2;1;1;56
10721;Quetiapina;Quetiapina Generis;3;4;452770167;18;;100 mg;6;37,00;2;1;1;56
10722;Quetiapina;Quetiapina Generis;4;7;204911920;6;;150 mg;6;133,00;2;1;1;56
10723;Quetiapina;Quetiapina Generis;8;2;626393044;20;;200 mg;1;131,00;2;1;1;56
10724;Quetiapina;Quetiapina Generis;9;2;803364765;5;;25 mg;0;123,00;2;1;1;56
10725;Quetiapina;Quetiapina Generis;2;6;478438770;1;;300 mg;3;123,00;2;1;1;56
10726;Quetiapina;Quetiapina Glenmark;5;1;31222679;12;;25 mg;0;62,00;2;1;1;56
10727;Quetiapina;Quetiapina Glenmark;10;7;956450331;10;;300 mg;2;35,00;2;1;1;56
10728;Quetiapina;Quetiapina Grena;11;0;555657177;11;;100 mg;6;79,00;2;1;1;56
10729;Quetiapina;Quetiapina Grena;7;11;59168789;20;;150 mg;6;134,00;2;1;1;56
10730;Quetiapina;Quetiapina Grena;14;9;49101372;18;;200 mg;1;38,00;2;1;1;56
10731;Quetiapina;Quetiapina Grena;1;2;66176928;19;;25 mg;7;93,00;2;1;1;56
10732;Quetiapina;Quetiapina Grena;6;5;711687723;8;;300 mg;4;39,00;2;1;1;56
10733;Quetiapina;Quetiapina Invent Farma;4;7;752229344;20;;100 mg;3;91,00;2;1;1;56
10734;Quetiapina;Quetiapina Invent Farma;9;6;379011784;8;;200 mg;0;113,00;2;1;1;56
10735;Quetiapina;Quetiapina Invent Farma;6;1;600647943;0;;25 mg;3;142,00;2;1;1;56
10736;Quetiapina;Quetiapina Invent Farma;13;1;359844640;17;;300 mg;7;27,00;2;1;1;56
10737;Quetiapina;Quetiapina Krka;12;4;63737935;2;;100 mg;7;132,00;2;1;1;56
10738;Quetiapina;Quetiapina Krka;1;6;509361163;3;;150 mg;0;99,00;2;1;1;56
10739;Quetiapina;Quetiapina Krka;12;1;557788067;1;;200 mg;7;117,00;2;1;1;56
10740;Quetiapina;Quetiapina Krka;4;3;164916966;13;;25 mg;7;143,00;2;1;1;56
10741;Quetiapina;Quetiapina Krka;3;5;562114803;6;;300 mg;0;50,00;2;1;1;56
10742;Quetiapina;Quetiapina Labesfal;11;9;563827589;6;;100 mg;7;64,00;2;1;1;56
10743;Quetiapina;Quetiapina Labesfal;10;6;499962789;5;;200 mg;3;71,00;2;1;1;56
10744;Quetiapina;Quetiapina Labesfal;13;1;150444646;5;;25 mg;6;37,00;2;1;1;56
10745;Quetiapina;Quetiapina Labesfal;1;8;753584751;2;;300 mg;1;96,00;2;1;1;56
10746;Quetiapina;Quetiapina Mer;2;8;531685460;5;;100 mg;0;47,00;2;1;1;56
10747;Quetiapina;Quetiapina Mer;12;5;240074732;5;;150 mg;6;61,00;2;1;1;56
10748;Quetiapina;Quetiapina Mer;12;0;554008697;9;;200 mg;4;120,00;2;1;1;56
10749;Quetiapina;Quetiapina Mer;7;10;92199343;0;;25 mg;5;149,00;2;1;1;56
10750;Quetiapina;Quetiapina Mer;12;1;44262291;14;;300 mg;5;57,00;2;1;1;56
10751;Quetiapina;Quetiapina Mylan;5;5;14360967;11;;100 mg;6;72,00;2;1;1;56
10752;Quetiapina;Quetiapina Mylan;10;7;193418770;12;;150 mg;7;37,00;2;1;1;56
10753;Quetiapina;Quetiapina Mylan;9;1;704386965;15;;200 mg;1;147,00;2;1;1;56
10754;Quetiapina;Quetiapina Mylan;4;0;604332390;18;;25 mg;7;113,00;2;1;1;56
10755;Quetiapina;Quetiapina Mylan;10;4;946847743;2;;300 mg;0;93,00;2;1;1;56
10756;Quetiapina;Quetiapina Oebanu;6;7;740139172;4;;100 mg;7;92,00;2;1;1;56
10757;Quetiapina;Quetiapina Oebanu;14;2;952958796;9;;150 mg;5;62,00;2;1;1;56
10758;Quetiapina;Quetiapina Oebanu;15;7;601276695;18;;200 mg;2;4,00;2;1;1;56
10759;Quetiapina;Quetiapina Oebanu;12;10;675756895;2;;25 mg;4;77,00;2;1;1;56
10760;Quetiapina;Quetiapina Oebanu;13;5;165194923;6;;300 mg;3;138,00;2;1;1;56
10761;Quetiapina;Quetiapina Ombene;3;7;871062317;6;;(25 mg) + (100 mg);0;106,00;2;1;1;56
10762;Quetiapina;Quetiapina Ombene;3;10;834061168;4;;(25 mg) + (100 mg) + (200 mg);1;128,00;2;1;1;56
10763;Quetiapina;Quetiapina Ombene;7;6;949596490;6;;100 mg;7;11,00;2;1;1;56
10764;Quetiapina;Quetiapina Ombene;7;0;893355185;9;;200 mg;5;5,00;2;1;1;56
10765;Quetiapina;Quetiapina Ombene;9;9;474545179;2;;25 mg;5;104,00;2;1;1;56
10766;Quetiapina;Quetiapina Ombene;2;6;457808809;5;;300 mg;4;49,00;2;1;1;56
10767;Quetiapina;Quetiapina Ratiopharm;10;10;992078952;6;;(25 mg) + (100 mg);1;95,00;2;1;1;56
10768;Quetiapina;Quetiapina Ratiopharm;10;11;984922459;5;;100 mg;0;21,00;2;1;1;56
10769;Quetiapina;Quetiapina Ratiopharm;13;8;96490389;4;;200 mg;1;44,00;2;1;1;56
10770;Quetiapina;Quetiapina Ratiopharm;7;5;303946480;4;;25 mg;4;74,00;2;1;1;56
10771;Quetiapina;Quetiapina Ratiopharm;7;6;580344853;8;;300 mg;5;87,00;2;1;1;56
10772;Quetiapina;Quetiapina Sandoz;8;3;95090079;14;;100 mg;2;109,00;2;1;1;56
10773;Quetiapina;Quetiapina Sandoz;11;3;551181890;17;;200 mg;6;127,00;2;1;1;56
10774;Quetiapina;Quetiapina Sandoz;14;11;265187342;2;;25 mg;3;13,00;2;1;1;56
10775;Quetiapina;Quetiapina Sandoz;5;5;540321346;8;;300 mg;3;78,00;2;1;1;56
10776;Quetiapina;Quetiapina Semblamoz;9;11;804036825;5;;200 mg;7;76,00;2;1;1;56
10777;Quetiapina;Quetiapina Svan;5;6;768493182;12;;(25 mg) + (100 mg);7;40,00;2;1;1;56
10778;Quetiapina;Quetiapina Svan;4;9;504929116;6;;100 mg;4;89,00;2;1;1;56
10779;Quetiapina;Quetiapina Svan;3;1;66037426;1;;150 mg;2;75,00;2;1;1;56
10780;Quetiapina;Quetiapina Svan;11;2;915564344;14;;200 mg;2;48,00;2;1;1;56
10781;Quetiapina;Quetiapina Svan;5;1;409295849;5;;25 mg;2;47,00;2;1;1;56
10782;Quetiapina;Quetiapina Svan;12;5;640764195;16;;300 mg;1;136,00;2;1;1;56
10783;Quetiapina;Quetiapina Vutif;4;8;702520490;19;;100 mg;0;114,00;2;1;1;56
10784;Quetiapina;Quetiapina Vutif;10;0;461307219;17;;150 mg;4;110,00;2;1;1;56
10785;Quetiapina;Quetiapina Vutif;3;8;749688307;18;;200 mg;6;98,00;2;1;1;56
10786;Quetiapina;Quetiapina Vutif;4;5;653461501;8;;25 mg;2;50,00;2;1;1;56
10787;Quetiapina;Quetiapina Vutif;8;8;887272926;20;;300 mg;0;24,00;2;1;1;56
10788;Quetiapina;Quetiapina Winthrop;5;7;16338124;12;;(25 mg) + (100 mg);6;88,00;2;1;1;56
10789;Quetiapina;Quetiapina Winthrop;14;4;841267580;11;;100 mg;3;148,00;2;1;1;56
10790;Quetiapina;Quetiapina Winthrop;12;10;371120380;12;;150 mg;0;122,00;2;1;1;56
10791;Quetiapina;Quetiapina Winthrop;4;4;383899362;18;;200 mg;7;4,00;2;1;1;56
10792;Quetiapina;Quetiapina Winthrop;1;0;32566508;9;;25 mg;5;100,00;2;1;1;56
10793;Quetiapina;Quetiapina Winthrop;1;6;492885012;2;;300 mg;5;3,00;2;1;1;56
10794;Quetiapina;Quetiapina Wynn;3;4;137769261;10;;100 mg;7;71,00;2;1;1;56
10795;Quetiapina;Quetiapina Wynn;3;8;105441836;15;;150 mg;5;81,00;2;1;1;56
10796;Quetiapina;Quetiapina Wynn;12;7;311161517;9;;200 mg;6;105,00;2;1;1;56
10797;Quetiapina;Quetiapina Wynn;1;8;78770760;6;;25 mg;5;28,00;2;1;1;56
10798;Quetiapina;Quetiapina Wynn;15;10;434211780;12;;300 mg;3;101,00;2;1;1;56
10799;Quetiapina;Seroquel;15;9;486281364;4;;(25 mg) + (100 mg);4;146,00;2;0;0;56
10800;Quetiapina;Seroquel;4;9;412690353;2;;(25 mg) + (100 mg) + (200 mg);7;64,00;2;0;0;56
