PRODUTO;NOME_GENERICO;NOME_MEDICAMENTO;QUANTIDADE;FAIXA_ETARIA;REG_INFARMED;AREA_TERAPEUTICA;LOTE;Dosagem;TEMPERATURA;PRECO;ADMINISTRACAO;RECEITA;GENERICO;FORMATO
2949;Clobetasol;Etrivex;4;10;103670771;13;;0.5 mg/g;7;77,00;1;0;0;36
2950;Clobetasol;Etrivex;5;2;602607106;18;;0.5 mg/g;6;18,00;14;0;0;73
2951;Clobetasona;Emovate;10;11;750021246;2;;0.5 mg/g;7;11,00;1;0;0;67
2952;Clobetasona;Emovate;3;4;810347100;9;;0.5 mg/g;3;66,00;12;0;0;165
2953;Clofarabina;Evoltra;10;6;773525924;20;;1 mg/ml;0;45,00;3;0;0;65
2954;Clomifeno;Dufine;11;7;914532364;10;;50 mg;1;11,00;2;0;0;41
2955;Clomipramina;Anafranil;13;7;81701361;13;;75 mg;2;146,00;2;0;0;46
2956;Clomipramina;Anafranil;3;11;154242996;15;;10 mg;4;89,00;2;0;0;55
2957;Clomipramina;Anafranil;12;3;13404313;9;;25 mg;6;61,00;2;0;0;55
2958;Clomipramina;Anafranil;3;7;637010068;3;;25 mg/2 ml;6;118,00;1;0;0;177
2959;Clonazepam;Rivotril;13;8;848323210;20;;0.5 mg;2;76,00;2;0;0;41
2960;Clonazepam;Rivotril;12;0;862680456;18;;2 mg;3;81,00;2;0;0;41
2961;Clonazepam;Rivotril;13;0;676227953;8;;2.5 mg/ml;2;87,00;10;0;0;103
2962;Clonidina;Catapresan;1;11;683758356;18;;0.15 mg;6;125,00;2;0;0;41
2963;Clonidina;Edolglau;2;1;93244278;6;;2.5 mg/ml;2;136,00;5;0;0;39
2964;Clonixina;Algimate;14;3;115873675;12;;125 mg;3;135,00;2;0;0;56
2965;Clonixina;Algimate;2;4;632821844;1;;100 mg/2 ml;6;150,00;14;0;0;177
2966;Clonixina;Clonix;8;4;793849427;20;;300 mg;0;53,00;2;0;0;28
2967;Cloperastina;Tecnofox;15;10;396680644;18;;4 mg/ml;1;102,00;1;0;0;207
2968;Clopidogrel;Clopidogrel 1A Pharma;7;10;195755684;13;;75 mg;7;74,00;2;1;1;56
2969;Clopidogrel;Clopidogrel APceuticals;2;5;810916454;13;;75 mg;0;99,00;2;1;1;56
2970;Clopidogrel;Clopidogrel Aba;12;4;580811954;7;;75 mg;0;54,00;2;1;1;56
2971;Clopidogrel;Clopidogrel Acino;13;3;580805499;9;;75 mg;1;15,00;2;1;1;56
2972;Clopidogrel;Clopidogrel Acino Pharma;1;1;272379110;15;;75 mg;4;107,00;2;1;1;56
2973;Clopidogrel;Clopidogrel Acino Pharma GmbH;8;10;754703008;7;;75 mg;0;106,00;2;1;1;56
2974;Clopidogrel;Clopidogrel Actavis;15;10;238721305;8;;75 mg;4;66,00;2;1;1;56
2975;Clopidogrel;Clopidogrel Adapes;3;9;532440689;6;;75 mg;2;12,00;2;1;1;56
2976;Clopidogrel;Clopidogrel Aeme;13;8;935309097;4;;75 mg;4;114,00;2;1;1;56
2977;Clopidogrel;Clopidogrel Alchemia;1;1;96635657;20;;75 mg;6;43,00;2;1;1;56
2978;Clopidogrel;Clopidogrel Alirom;1;5;514976171;17;;75 mg;4;56,00;2;1;1;56
2979;Clopidogrel;Clopidogrel Anairam;9;10;818708214;2;;75 mg;0;150,00;2;1;1;56
2980;Clopidogrel;Clopidogrel Apotex;8;2;461840075;20;;75 mg;2;144,00;2;1;1;56
2981;Clopidogrel;Clopidogrel Arrow;3;3;69827166;10;;75 mg;4;43,00;2;1;1;56
2982;Clopidogrel;Clopidogrel Asher;11;9;183234073;17;;75 mg;6;69,00;2;1;1;56
2983;Clopidogrel;Clopidogrel Azevedos;8;4;684001886;20;;75 mg;4;76,00;2;1;1;41
2984;Clopidogrel;Clopidogrel Bakuk;7;1;7757156;19;;75 mg;6;70,00;2;1;1;56
2985;Clopidogrel;Clopidogrel Balplak;11;9;535948099;7;;75 mg;2;103,00;2;1;1;56
2986;Clopidogrel;Clopidogrel Bluepharma;14;11;512148367;5;;75 mg;1;55,00;2;1;1;41
2987;Clopidogrel;Clopidogrel Cereflow;7;4;92561559;7;;75 mg;0;88,00;2;1;1;56
2988;Clopidogrel;Clopidogrel Ciclum;13;7;771991303;8;;75 mg;5;30,00;2;1;1;56
2989;Clopidogrel;Clopidogrel Cigitoi;12;10;745035543;17;;75 mg;1;81,00;2;1;1;56
2990;Clopidogrel;Clopidogrel Cinfa;2;6;509161749;15;;75 mg;7;5,00;2;1;1;56
2991;Clopidogrel;Clopidogrel Corpitral;12;1;958330516;20;;75 mg;0;71,00;2;1;1;41
2992;Clopidogrel;Clopidogrel DURA;8;2;729768490;0;;75 mg;3;52,00;2;1;1;56
2993;Clopidogrel;Clopidogrel Dersitur;7;4;861237703;19;;75 mg;4;128,00;2;1;1;41
2994;Clopidogrel;Clopidogrel Dhira;6;2;411903475;2;;75 mg;0;45,00;2;1;1;56
2995;Clopidogrel;Clopidogrel ESP Pharma;8;0;674283634;5;;75 mg;5;33,00;2;1;1;56
2996;Clopidogrel;Clopidogrel Egis;10;6;266428205;15;;75 mg;3;139,00;2;1;1;56
2997;Clopidogrel;Clopidogrel Epilix;6;1;449724281;4;;75 mg;6;57,00;2;1;1;56
2998;Clopidogrel;Clopidogrel Furaxetil;7;0;832008233;20;;75 mg;1;68,00;2;1;1;56
2999;Clopidogrel;Clopidogrel Fusy;3;7;489816128;0;;75 mg;6;55,00;2;1;1;56
3000;Clopidogrel;Clopidogrel Generis;2;6;440071844;20;;75 mg;2;136,00;2;1;1;56
3001;Clopidogrel;Clopidogrel Germed;13;9;520888917;17;;75 mg;5;69,00;2;1;1;56
3002;Clopidogrel;Clopidogrel Glenmark;12;5;960591211;0;;75 mg;1;16,00;2;1;1;56
3003;Clopidogrel;Clopidogrel Glerzic;9;4;894588845;13;;75 mg;6;17,00;2;1;1;41
3004;Clopidogrel;Clopidogrel Grena;9;8;589671799;17;;75 mg;0;14,00;2;1;1;56
3005;Clopidogrel;Clopidogrel HCS;5;3;340183866;12;;75 mg;1;34,00;2;1;1;56
3006;Clopidogrel;Clopidogrel Hexal;9;2;969116943;2;;75 mg;4;29,00;2;1;1;56
3007;Clopidogrel;Clopidogrel IWA;8;0;940696620;15;;75 mg;0;137,00;2;1;1;56
3008;Clopidogrel;Clopidogrel Jancarnil;12;10;827028329;15;;75 mg;5;90,00;2;1;1;56
3009;Clopidogrel;Clopidogrel Kaissan;6;8;917701768;20;;75 mg;0;137,00;2;1;1;56
3010;Clopidogrel;Clopidogrel Krival;3;7;136884402;3;;75 mg;1;128,00;2;1;1;56
3011;Clopidogrel;Clopidogrel Krka;4;7;269003878;9;;75 mg;3;82,00;2;1;1;56
3012;Clopidogrel;Clopidogrel Labesfal;3;2;837321463;0;;75 mg;0;135,00;2;1;1;56
3013;Clopidogrel;Clopidogrel Laquifa;9;4;775424081;3;;75 mg;3;60,00;2;1;1;41
3014;Clopidogrel;Clopidogrel Mer;13;4;870654529;5;;75 mg;0;81,00;2;1;1;56
3015;Clopidogrel;Clopidogrel Merck;12;6;2001457;0;;75 mg;6;56,00;2;1;1;56
3016;Clopidogrel;Clopidogrel Mesiproc;7;5;265503517;5;;75 mg;7;38,00;2;1;1;56
3017;Clopidogrel;Clopidogrel Mylan;9;11;745864551;0;;75 mg;0;18,00;2;1;1;56
3018;Clopidogrel;Clopidogrel Nawal;14;4;73752600;1;;75 mg;6;17,00;2;1;1;56
3019;Clopidogrel;Clopidogrel Nucleus;11;9;107540127;5;;75 mg;5;90,00;2;1;1;56
3020;Clopidogrel;Clopidogrel Peneax;12;10;426924895;6;;75 mg;2;87,00;2;1;1;56
3021;Clopidogrel;Clopidogrel Pensa;6;7;445990537;0;;75 mg;7;103,00;2;1;1;56
3022;Clopidogrel;Clopidogrel Pentafarma;15;2;976283410;7;;75 mg;5;94,00;2;1;1;56
3023;Clopidogrel;Clopidogrel Pharmakern;14;9;35224387;6;;75 mg;5;100,00;2;1;1;56
3024;Clopidogrel;Clopidogrel Pirmesir;6;8;424373499;10;;75 mg;7;4,00;2;1;1;41
3025;Clopidogrel;Clopidogrel Qualigen;12;7;292434567;10;;75 mg;1;63,00;2;1;1;56
3026;Clopidogrel;Clopidogrel Qualimed;8;8;835397460;15;;75 mg;0;18,00;2;1;1;56
3027;Clopidogrel;Clopidogrel Raliffe;1;11;782393868;13;;75 mg;0;19,00;2;1;1;56
3028;Clopidogrel;Clopidogrel Redliv;13;4;397054404;0;;75 mg;6;119,00;2;1;1;41
3029;Clopidogrel;Clopidogrel Refta;15;0;217143855;3;;75 mg;7;89,00;2;1;1;56
3030;Clopidogrel;Clopidogrel Resmag;9;8;895271630;11;;75 mg;2;77,00;2;1;1;56
3031;Clopidogrel;Clopidogrel Rezoplac;1;9;311076439;0;;75 mg;7;122,00;2;1;1;56
3032;Clopidogrel;Clopidogrel Riddim;3;1;532256590;0;;75 mg;5;20,00;2;1;1;56
3033;Clopidogrel;Clopidogrel Sandoz;3;0;207973135;8;;75 mg;1;130,00;2;1;1;56
3034;Clopidogrel;Clopidogrel Sarb;2;6;348697597;20;;75 mg;1;99,00;2;1;1;56
3035;Clopidogrel;Clopidogrel Setarcos;14;9;284481485;12;;75 mg;3;3,00;2;1;1;56
3036;Clopidogrel;Clopidogrel TAD;13;4;979566987;16;;75 mg;1;150,00;2;1;1;56
3037;Clopidogrel;Clopidogrel Teva;4;10;598551884;20;;75 mg;0;106,00;2;1;1;56
3038;Clopidogrel;Clopidogrel Teva Generics B.V.;4;2;659032607;6;;75 mg;3;4,00;2;1;1;56
3039;Clopidogrel;Clopidogrel Teva Pharma;9;5;456619000;13;;75 mg;7;34,00;2;1;1;56
3040;Clopidogrel;Clopidogrel Tinamo;15;8;407194640;0;;75 mg;4;137,00;2;1;1;56
3041;Clopidogrel;Clopidogrel Trafar;11;6;73399216;2;;75 mg;6;68,00;2;1;1;56
3042;Clopidogrel;Clopidogrel Vida;8;3;743858382;14;;75 mg;0;127,00;2;1;1;56
3043;Clopidogrel;Clopidogrel Wemba;1;5;13350703;2;;75 mg;6;139,00;2;1;1;56
3044;Clopidogrel;Clopidogrel West Pharma;4;1;320867232;9;;75 mg;7;113,00;2;1;1;56
3045;Clopidogrel;Clopidogrel Winthrop;4;5;664959567;13;;300 mg;2;33,00;2;0;0;56
3046;Clopidogrel;Clopidogrel Winthrop;5;4;195250040;1;;75 mg;7;86,00;2;0;0;56
3047;Clopidogrel;Clopidogrel Zebda;7;7;296732195;15;;75 mg;6;81,00;2;1;1;56
3048;Clopidogrel;Clopidogrel ratiopharm;13;0;68526177;11;;75 mg;2;114,00;2;1;1;56
3049;Clopidogrel;Clopidogrel ratiopharm GmbH;8;11;244302895;20;;75 mg;3;107,00;2;1;1;56
3050;Clopidogrel;Grepid;10;9;431355505;2;;75 mg;5;61,00;2;1;1;56
3051;Clopidogrel;Iscover;13;3;231486598;10;;300 mg;0;56,00;2;0;0;56
3052;Clopidogrel;Iscover;1;4;550733953;12;;75 mg;7;102,00;2;0;0;56
3053;Clopidogrel;Keriten;15;6;359683658;4;;75 mg;2;49,00;2;1;1;41
3054;Clopidogrel;Krossiler;10;5;843533652;3;;75 mg;4;102,00;2;1;1;56
3055;Clopidogrel;Pegorel;5;8;816408330;16;;75 mg;3;19,00;2;1;1;56
3056;Clopidogrel;Plavix;15;3;113489524;2;;300 mg;3;128,00;2;0;0;56
3057;Clopidogrel;Plavix;9;5;940196447;5;;75 mg;7;83,00;2;0;0;56
3058;Clopidogrel;Plegrin;2;4;841548132;4;;75 mg;6;74,00;2;1;1;56
3059;Clopidogrel;Pravidel;10;5;36566564;17;;75 mg;3;76,00;2;1;1;56
3060;Clopidogrel;Relidop;8;10;988547938;13;;75 mg;0;69,00;2;1;1;56
3061;Clopidogrel;Roclas;15;3;707052164;14;;75 mg;3;32,00;2;1;1;56
3062;Clopidogrel;Sarix;15;0;383467817;16;;75 mg;2;136,00;2;1;1;56
3063;Clopidogrel;Sarovex;13;6;597887205;7;;75 mg;6;27,00;2;1;1;56
3064;Clopidogrel;Vatoud;7;6;211322074;20;;75 mg;0;123,00;2;1;1;56
3065;Clopidogrel;Zopya;2;7;119840703;3;;75 mg;0;11,00;2;1;1;56
3066;Clopidogrel;Zylagren;10;4;822675420;0;;75 mg;5;67,00;2;1;1;56
3067;Clopidogrel;Zyllt;12;9;829303641;16;;75 mg;0;117,00;2;1;1;56
3068;Clopidogrel + acido acetilsalicilico;DuoCover;6;10;256173351;19;;75 mg + 100 mg;0;22,00;2;0;0;56
3069;Clopidogrel + acido acetilsalicilico;DuoCover;2;8;19623458;3;;75 mg + 75 mg;4;52,00;2;0;0;56
3070;Clopidogrel + acido acetilsalicilico;DuoPlavin;10;4;140801374;12;;75 mg + 100 mg;1;65,00;2;0;0;56
3071;Clopidogrel + acido acetilsalicilico;DuoPlavin;15;6;539857192;18;;75 mg + 75 mg;7;105,00;2;0;0;56
3072;Clorambucilo;Leukeran;14;9;589344086;15;;2 mg;2;124,00;2;0;0;56
3073;Cloranfenicol;Cloranfenicol Made;9;8;164417753;5;;250 mg;1;101,00;2;0;0;55
3074;Cloranfenicol;Cloranfenicol-Labesfal;6;5;373896694;14;;10 mg/g;3;108,00;14;0;0;167
3075;Cloranfenicol;Clorocil;1;6;7740259;14;;8 mg/ml;2;112,00;5;0;0;39
3076;Cloranfenicol;Clorocil;7;11;564386786;16;;10 mg/g;7;32,00;12;0;0;167
3077;Cloranfenicol;Micetinoftalmina;4;6;551620266;4;;5 mg/ml;0;138,00;5;0;0;39
3078;Cloranfenicol;Micetinoftalmina;7;6;184920037;6;;10 mg/g;5;16,00;2;0;0;167
3079;Clorazepato dipotassico;Medipax;9;0;576786237;4;;10 mg;5;57,00;2;0;0;28
3080;Clorazepato dipotassico;Medipax;12;5;263504824;18;;15 mg;3;111,00;2;0;0;28
3081;Clorazepato dipotassico;Medipax;13;2;326194074;11;;5 mg;7;1,00;2;0;0;28
3082;Clorazepato dipotassico;Tranxene;9;3;815396905;2;;10 mg;4;40,00;2;0;0;28
3083;Clorazepato dipotassico;Tranxene;13;10;592352283;9;;15 mg;3;124,00;2;0;0;28
3084;Clorazepato dipotassico;Tranxene;5;2;192183101;10;;5 mg;0;110,00;2;0;0;28
3085;Clorazepato dipotassico;Tranxene;15;10;925267909;17;;100 mg/5 ml;0;60,00;1;0;0;137
3086;Clorazepato dipotassico;Tranxene;12;2;580274850;14;;20 mg/2 ml;1;135,00;13;0;0;137
3087;Clorazepato dipotassico;Tranxene;1;4;112136040;20;;50 mg/2.5 ml;2;87,00;9;0;0;137
3088;Cloreto de acetilcolina;Miochol;1;11;715533454;16;;20 mg/2 ml;3;114,00;14;0;0;137
3089;Cloreto de amonio + Difenidramina + Citrato de sodio;Benetussin;11;9;686163309;6;;Associacao;0;8,00;3;0;0;215
3090;Cloreto de benzalconio;Detolpro;3;6;131986197;16;;2 mg/g;3;57,00;10;0;0;195
3091;Cloreto de cetilpiridinio;Septus;15;11;945540905;8;;2 mg;3;27,00;3;0;0;130
3092;Cloreto de calcio;Cloreto de Calcio 10% Labesfal;15;3;894013082;10;;100 mg/ml;0;75,00;6;0;0;177
3093;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio;Ringer Fresenius;13;9;851237802;9;;Associacao;6;119,00;6;0;0;193
3094;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio;Ringer Labesfal;4;8;560033994;13;;Associacao;6;63,00;13;0;0;177
3095;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio + Lactato de sodio;Lactato Ringer Braun;8;4;596295329;8;;Associacao;5;114,00;6;0;0;193
3096;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio + Lactato de sodio;Lactato de Ringer Fresenius;4;10;324169917;11;;Associacao;4;105,00;4;0;0;193
3097;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio + Lactato de sodio;Lactato de Ringer Viaflo;13;4;20312033;9;;Associacao;2;74,00;11;0;0;193
3098;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio + Lactato de sodio;Ringer Lactado Grifols;9;1;609860684;20;;Associacao;3;36,00;11;0;0;193
3099;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio + Lactato de sodio;Ringer com Lactato - Labesfal;10;10;140693533;2;;Associacao;2;148,00;8;0;0;177
3100;Cloreto de calcio + Cloreto de potassio + Cloreto de sodio + Lactato de sodio;Ringer com Lactato Basi;10;3;793709862;3;;Associacao;4;16,00;12;0;0;193
3101;Cloreto de dequalinio;Fluomizin;13;4;774497794;10;;10 mg;5;108,00;4;0;0;59
3102;Cloreto de dequalinio + Benzocaina + Tripsina;Anginova;8;3;159838459;4;;0.25 mg + 1.5 mg + 400 U;4;94,00;6;0;0;43
3103;Cloreto de dequalinio + Cinchocaina;Decatyleno;13;4;713939639;1;;0.25 mg + 0.03 mg;7;64,00;2;0;0;41
3104;Cloreto de estroncio (89Sr);Metastron;8;6;236953962;8;;37.5 MBq/ml;5;24,00;7;0;0;177
3105;Cloreto de magnesio;Magnoral;14;4;439289023;17;;1028.4 mg/10 ml;4;25,00;8;0;0;180
3106;Cloreto de metiltionina;Azul de Metileno Labesfal;7;1;6971231;20;;200 mg/20 ml;3;128,00;6;0;0;177
3107;Cloreto de mivacurio;Mivacron;7;8;812637404;6;;2 mg/ml;7;26,00;7;0;0;177
3108;Cloreto de potassio;Cloreto de Potassio 10% Labesfal;8;9;37542270;6;;100 mg/ml;1;1,00;11;0;0;177
3109;Cloreto de potassio;Cloreto de Potassio 14,9% Braun;12;11;610898108;14;;149 mg/ml;4;66,00;8;0;0;177
3110;Cloreto de potassio;Cloreto de Potassio 7,45% Braun;11;6;208190829;16;;74.5 mg/ml;5;88,00;12;0;0;177
3111;Cloreto de potassio;Cloreto de Potassio 7,5% Labesfal;5;8;972724769;19;;75 mg/ml;1;66,00;13;0;0;177
3112;Cloreto de potassio;Cloreto de Potassio Kabi;15;0;97844920;3;;150 mg/ml;1;67,00;3;0;0;65
3113;Cloreto de potassio;Cloreto de Potassio Retard Zyma;11;3;773267968;5;;600 mg;4;21,00;2;0;0;46
3114;Cloreto de potassio;Cloreto de potassio Noridem;11;2;225970860;4;;150 mg/ml;1;121,00;14;0;0;65
3115;Cloreto de potassio + Cloreto de sodio;Cloreto de Potassio 0,3% e Cloreto de Sodio 0,9% Viaflo;14;10;689489001;8;;3 mg/ml + 9 mg/ml;0;56,00;8;0;0;193
3116;Cloreto de suxametonio;Mioflex Braun;4;8;267326944;14;;100 mg/2 ml;2;58,00;14;0;0;177
3117;Cloreto de suxametonio;Mioflex Braun;14;1;472806520;6;;500 mg/10 ml;7;129,00;6;0;0;177
3118;Cloreto de suxametonio;Suxametonio-Labesfal;8;5;341855024;2;;100 mg/2 ml;5;77,00;14;0;0;177
3119;Cloreto de sodio;Cloreto de Sodio 0,45 % Labesfal;5;1;521038886;3;;4.5 mg/ml;5;63,00;14;0;0;177
3120;Cloreto de sodio;Cloreto de Sodio 0,45%  Braun;5;11;426471811;15;;4.5 mg/ml;2;23,00;6;0;0;177
3121;Cloreto de sodio;Cloreto de Sodio 0,45% Viaflo;14;0;700713361;4;;4.5 mg/ml;3;55,00;4;0;0;193
3122;Cloreto de sodio;Cloreto de Sodio 0,9% Braun;14;0;818690574;12;;9 mg/ml;4;114,00;11;0;0;177
3123;Cloreto de sodio;Cloreto de Sodio 0,9% Labesfal;10;10;125864840;3;;9 mg/ml;3;139,00;3;0;0;177
3124;Cloreto de sodio;Cloreto de Sodio 0,9% Viaflo;8;1;583959348;13;;9 mg/ml;0;101,00;4;0;0;193
3125;Cloreto de sodio;Cloreto de Sodio 10% Labesfal;15;11;730344936;20;;100 mg/ml;0;51,00;5;0;0;177
3126;Cloreto de sodio;Cloreto de Sodio 20% Braun;15;4;148771899;12;;200 mg/ml;4;46,00;11;0;0;177
3127;Cloreto de sodio;Cloreto de Sodio 20% Labesfal;5;10;899306592;19;;200 mg/ml;6;126,00;8;0;0;177
3128;Cloreto de sodio;Cloreto de Sodio Basi;2;6;865979826;5;;9 mg/ml;1;41,00;12;1;1;177
3129;Cloreto de sodio;Cloreto de sodio Noridem;1;6;464598365;13;;9 mg/ml;0;132,00;2;0;0;177
3130;Cloreto de sodio;Salina Fisiologica Grifols;2;5;803458039;6;;9 mg/ml;2;83,00;6;0;0;193
3131;Cloreto de sodio;Solucao Cloretada Hipotonica;1;11;81740813;2;;4.5 mg/ml;5;61,00;5;0;0;193
3132;Cloreto de sodio;Solucao de Cloreto de Sodio 9 mg/ml para Injectaveis;14;3;885236044;3;;9 mg/ml;7;84,00;7;0;0;177
3133;Cloreto de sodio;Soro Fisiologico;3;8;111156193;15;;9 mg/ml;6;25,00;6;0;0;193
3134;Cloreto de sodio;Soro Fisiologico B.Braun;15;8;566827912;6;;9 mg/ml;3;72,00;11;0;0;177
3135;Cloreto de sodio;Soro Fisiologico Basi;12;8;419482667;7;;9 mg/ml;4;28,00;11;0;0;193
3136;Cloreto de sodio;Soro Fisiologico Fresenius;11;4;965861646;4;;9 mg/ml;1;136,00;8;0;0;193
3137;Cloreto de sodio;Soro Fisiologico Inibsa;12;2;133682000;7;;9 mg/ml;2;133,00;4;0;0;177
3138;Cloreto de tolonio;Oratest;3;0;36500091;3;;5 mg/ml;0;133,00;11;0;0;172
3139;Cloreto de trospio;Cloreto de trospio Generis;3;0;330031532;7;;20 mg;6;95,00;2;1;1;56
3140;Cloreto de trospio;Spasmoplex;12;4;862999925;16;;20 mg;6;25,00;2;0;0;55
3141;Cloreto de trospio;Urivesc BID;11;6;377462207;7;;20 mg;6;147,00;2;0;0;55
3142;Cloreto de trospio;Urivesc SR;5;2;268961865;14;;60 mg;0;120,00;2;0;0;30
3143;Cloreto de zinco;Oratol;7;1;861598824;17;;25 mg/ml;4;19,00;7;0;0;184
3144;Cloreto de zinco + Mentol + Salicilato de metilo;Kemphor;11;0;774610636;1;;Associacao;1;2,00;1;0;0;172
3145;Cloreto de itrio (90Y);Ytracis;11;9;299377062;7;;1.85 GBq/ml;4;139,00;4;0;0;169
3146;Cloreto de itrio (90Y);Yttriga;4;6;336233129;6;;1.85 GBp;7;27,00;2;0;0;169
3147;Cloreto taloso (201Tl);Cloreto de Talio [201TI] Solucao Injectavel Mallinckrodt;15;6;733816986;20;;37 MBq/ml;1;88,00;1;0;0;177
3148;Cloreto taloso (201Tl);Cloreto de Talio [201Tl], Solucao Injectavel, Cis bio International;2;11;652742830;5;;37 MBq/ml;4;119,00;12;0;0;177
3149;Cloro-hexidina;Alospray;15;10;562495427;6;;10 mg/ml;2;12,00;9;0;0;195
3150;Cloro-hexidina;Corsodyl Dental;11;9;34025811;14;;2 mg/ml;3;21,00;9;0;0;190
3151;Cloro-hexidina;Corsodyl Gel Dental;14;7;55696531;8;;10 mg/g;4;102,00;13;0;0;87
3152;Cloro-hexidina;Handscrub;10;6;914104724;3;;40 mg/ml;5;56,00;10;0;0;173
3153;Cloro-hexidina;Hibitane;12;11;258439136;3;;54.84 mg/g;1;122,00;1;0;0;67
3154;Cloro-hexidina;Periochip;15;8;764906421;14;;2.5 mg;3;121,00;5;0;0;117
3155;Cloro-hexidina;Periogard;5;6;999983314;16;;2 mg/ml;7;39,00;12;0;0;172
3156;Cloro-hexidina + Benzocaina;Alipur;8;9;452914289;6;;5 mg + 5 mg;4;96,00;11;0;0;130
3157;Cloro-hexidina + Benzocaina;Cloro-hexidina + Benzocaina Bermux;5;7;951048814;4;;5 mg + 5 mg;3;67,00;12;0;0;130
3158;Cloro-hexidina + Benzocaina;Cloro-hexidina + Benzocaina Helm;10;9;663256776;2;;5 mg + 5 mg;1;60,00;14;0;0;130
3159;Cloro-hexidina + Clorobutanol;Eludril;1;11;639180309;15;;1 mg/ml + 1 mg/ml;7;138,00;14;0;0;190
3160;Cloro-hexidina + Hexamidina + Clorocresol;Cyteal;7;2;358899170;17;;1 mg/ml + 1 mg/ml + 3 mg/ml;1;15,00;3;0;0;122
3161;Clorobutanol + Para-diclorobenzeno + Benzocaina;Otoceril;15;6;862953647;1;;50 mg/ml + 20 mg/ml + 20 mg/ml;0;38,00;13;0;0;100
3162;Clorodiazepoxido;Paxium;9;11;835646506;10;;10 mg;7;23,00;2;0;0;55
3163;Clorodiazepoxido;Paxium;10;4;568421939;15;;5 mg;6;38,00;2;0;0;55
3164;Clorodiazepoxido + Brometo de clidinio;Librax;8;0;862971588;15;;5 mg + 2.5 mg;4;40,00;2;0;0;55
3165;Clorofeniramina + Paracetamol;Cêgripe;2;1;54371965;17;;500 mg + 1 mg;3;64,00;2;0;0;41
3166;Clorofenoxamina;Systral;2;10;460765409;12;;15 mg/g;0;8,00;2;0;0;165
3167;Cloromadinona + Etinilestradiol;Belara;4;7;68935436;5;;2 mg + 0.03 mg;6;139,00;2;0;0;56
3168;Cloromadinona + Etinilestradiol;Bonae;10;4;237578133;20;;2 mg + 0.03 mg;4;15,00;2;1;1;56
3169;Cloromadinona + Etinilestradiol;Cloromadinona + Etinilestradiol Actavis;14;10;758708468;7;;2 mg + 0.03 mg;3;85,00;2;1;1;56
3170;Cloromadinona + Etinilestradiol;Libeli;4;3;826596994;10;;2 mg + 0.03 mg;6;78,00;2;0;0;56
3171;Cloromadinona + Etinilestradiol;Tyarena;10;3;183108631;15;;2 mg + 0.03 mg;7;145,00;2;1;1;56
3172;Cloropromazina;Largactil;15;2;116783367;8;;100 mg;5;125,00;2;0;0;55
3173;Cloropromazina;Largactil;5;1;232206803;18;;25 mg;2;71,00;2;0;0;55
3174;Cloropromazina;Largactil;5;9;707579178;7;;40 mg/ml;6;116,00;4;0;0;103
3175;Cloropromazina;Largactil IM;11;10;694722702;8;;25 mg/5 ml;5;112,00;2;0;0;177
3176;Cloropromazina;Largactil IV;14;2;144202363;6;;50 mg/2 ml;1;114,00;9;0;0;177
3177;Cloroquina;Cloroquina Labesfal;11;7;66296604;2;;250 mg/5 ml;2;119,00;2;0;0;177
3178;Cloroquina;Resochina;13;11;68908361;4;;250 mg;2;103,00;2;0;0;55
3179;Cloroquinaldol + Promestrieno;Trophoseptine;7;7;627755600;14;;200 mg + 10 mg;0;48,00;4;0;0;59
3180;Clorotalidona;Hygroton;8;7;246265668;8;;50 mg;5;87,00;2;0;0;41
3181;Cloroxilenol;Detmed;2;8;56814733;9;;48 mg/g;5;94,00;1;0;0;61
3182;Clotrimazol;Canesten;1;7;28259126;8;;10 mg/g;6;97,00;1;0;0;67
3183;Clotrimazol;Canesten;11;11;236612188;17;;10 mg/g;6;12,00;13;0;0;133
3184;Clotrimazol;Canesten;15;5;107268922;12;;10 mg/ml;4;138,00;5;0;0;195
3185;Clotrimazol;Clotrimazol Labesfal;11;5;774590367;16;;100 mg;4;79,00;4;0;0;59
3186;Clotrimazol;Clotrimazol Labesfal;10;6;719241406;18;;10 mg/g;6;144,00;1;0;0;67
3187;Clotrimazol;Clotrimazol Labesfal;4;7;207813621;3;;10 mg/g;6;118,00;11;0;0;69
3188;Clotrimazol;Clotrimazol Labesfal;15;2;961799685;14;;10 mg/ml;6;65,00;14;0;0;173
3189;Clotrimazol;Clotrimazol Ratiopharm 1% Creme;11;8;311418543;11;;10 mg/g;5;121,00;1;1;1;67
3190;Clotrimazol;Diomicete;11;1;425414206;6;;10 mg/ml;5;65,00;5;0;0;39
3191;Clotrimazol;Gino-Canesten;9;6;313625088;5;;100 mg;2;78,00;4;0;0;59
3192;Clotrimazol;Gino-Canesten;3;2;144779410;1;;10 mg/g;3;40,00;12;0;0;69
3193;Clotrimazol;Gino-Canesten 1;11;0;932940006;15;;500 mg;2;124,00;4;0;0;59
